name_product;ad;brand;Price_New;Price_Old;article_texbody_01;article_texbody_02;article_texbody_03;Link to imgAufschnitt XXL;ab 9.1.;
                        7.38
                            7.38
                        ;5,89;7,38;Pouletbrust/Trutenbrust;pro 400 g;100 g = 1,48;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/11882/gallery/zoom/11882_01.jpgHeinz Tomatenketchup;ab 9.1.;
                        7.69
                            7.69
                        ;3,75;7,69;pro 1170 ml;1 l = 3,21;No article_texbody;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/5019/gallery/zoom/5019_01.jpgChicken Nuggets XXL;ab 9.1.;No price;6,99;No price;mit Kse/Classic;pro 600 g/ 650 g;100 g = 1,17/ 1,08;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/65435/gallery/zoom/65435_01.jpgPouletschnitzel XXL;ab 9.1.;No price;5,99;No price;gegart;pro 500 g;100 g = 1,20;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/149489/gallery/zoom/149489_01.jpgASC Forellenfilets XXL;ab 9.1.;
                        3.01
                            3.01
                        ;2,69;3,01;geruchert;pro 140 g;100 g = 1,93;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/136305/gallery/zoom/136305_01.jpgFindus Fischstbchen;ab 9.1.;
                        8.55
                            8.55
                        ;6,49;8,55;pro 720 g;100 g = –,91;No article_texbody;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/5106379/gallery/zoom/5106379_01.jpgSteinofenpizza Mozzarella XXL;ab 9.1.;
                        5.53
                            5.53
                        ;4,99;5,53;pro 3 x 335 g;100 g = –,50;No article_texbody;https://ch.cat-ret.assets.lidl/catalog5media/ch/article/97163/gallery/zoom/97163_01.jpgGouda Scheiben XXL;ab 9.1.;No price;No price;No price;pro 1000 g;No article_texbody;No article_texbody;no img